"","Country","ISO","Scenario","Value","dose_information_Intro","dose_information_NVax","severity","coverage","path"
"153","Malawi","MWI","all_1_10_14_cov_70","Malawi_MS.csv","Neonatal_1/10/14","Neonatal_1/10/14","MS","70%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_70"
"154","Malawi","MWI","all_1_10_14_cov_80","Malawi_MS.csv","Neonatal_1/10/14","Neonatal_1/10/14","MS","80%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_80"
"155","Malawi","MWI","all_1_10_14_cov_90","Malawi_MS.csv","Neonatal_1/10/14","Neonatal_1/10/14","MS","90%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_90"
"156","Malawi","MWI","all_1_10_14_cov_95","Malawi_MS.csv","Neonatal_1/10/14","Neonatal_1/10/14","MS","95%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_95"
"157","Malawi","MWI","all_1_10_14_cov_curr","Malawi_MS.csv","Neonatal_1/10/14","Neonatal_1/10/14","MS","current_coverage","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_curr"
"158","Malawi","MWI","all_1_6_10_cov_50","Malawi_MS.csv","Neonatal_1/6/10","Neonatal_1/6/10","MS","50%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_50"
"159","Malawi","MWI","all_1_6_10_cov_60","Malawi_MS.csv","Neonatal_1/6/10","Neonatal_1/6/10","MS","60%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_60"
"160","Malawi","MWI","all_1_6_10_cov_70","Malawi_MS.csv","Neonatal_1/6/10","Neonatal_1/6/10","MS","70%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_70"
"161","Malawi","MWI","all_1_6_10_cov_80","Malawi_MS.csv","Neonatal_1/6/10","Neonatal_1/6/10","MS","80%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_80"
"162","Malawi","MWI","all_1_6_10_cov_90","Malawi_MS.csv","Neonatal_1/6/10","Neonatal_1/6/10","MS","90%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_90"
"163","Malawi","MWI","all_1_6_10_cov_95","Malawi_MS.csv","Neonatal_1/6/10","Neonatal_1/6/10","MS","95%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_95"
"164","Malawi","MWI","all_1_6_10_cov_curr","Malawi_MS.csv","Neonatal_1/6/10","Neonatal_1/6/10","MS","current_coverage","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_curr"
"165","Malawi","MWI","all_10_14_cov_50","Malawi_MS.csv","RV_10/14","RV_10/14","MS","50%","./input/country_select/all_uses_10_14/all_10_14_cov_50"
"166","Malawi","MWI","all_10_14_cov_60","Malawi_MS.csv","RV_10/14","RV_10/14","MS","60%","./input/country_select/all_uses_10_14/all_10_14_cov_60"
"167","Malawi","MWI","all_10_14_cov_70","Malawi_MS.csv","RV_10/14","RV_10/14","MS","70%","./input/country_select/all_uses_10_14/all_10_14_cov_70"
"168","Malawi","MWI","all_10_14_cov_80","Malawi_MS.csv","RV_10/14","RV_10/14","MS","80%","./input/country_select/all_uses_10_14/all_10_14_cov_80"
"169","Malawi","MWI","all_10_14_cov_90","Malawi_MS.csv","RV_10/14","RV_10/14","MS","90%","./input/country_select/all_uses_10_14/all_10_14_cov_90"
"170","Malawi","MWI","all_10_14_cov_95","Malawi_MS.csv","RV_10/14","RV_10/14","MS","95%","./input/country_select/all_uses_10_14/all_10_14_cov_95"
"171","Malawi","MWI","all_10_14_cov_curr","Malawi_MS.csv","RV_10/14","RV_10/14","MS","current_coverage","./input/country_select/all_uses_10_14/all_10_14_cov_curr"
"172","Malawi","MWI","all_uses_2_dose_plus_40_cov_50","Malawi_MS.csv","RV_6/10/40","RV_6/10/40","MS","50%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_50"
"173","Malawi","MWI","all_uses_2_dose_plus_40_cov_60","Malawi_MS.csv","RV_6/10/40","RV_6/10/40","MS","60%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_60"
"174","Malawi","MWI","all_uses_2_dose_plus_40_cov_70","Malawi_MS.csv","RV_6/10/40","RV_6/10/40","MS","70%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_70"
"175","Malawi","MWI","all_uses_2_dose_plus_40_cov_80","Malawi_MS.csv","RV_6/10/40","RV_6/10/40","MS","80%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_80"
"176","Malawi","MWI","all_uses_2_dose_plus_40_cov_90","Malawi_MS.csv","RV_6/10/40","RV_6/10/40","MS","90%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_90"
"177","Malawi","MWI","all_uses_2_dose_plus_40_cov_95","Malawi_MS.csv","RV_6/10/40","RV_6/10/40","MS","95%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_95"
"178","Malawi","MWI","all_uses_2_dose_plus_40_cov_curr","Malawi_MS.csv","RV_6/10/40","RV_6/10/40","MS","current_coverage","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_curr"
"179","Malawi","MWI","all_6_10_cov_50","Malawi_MS.csv","RV_6/10","RV_6/10","MS","50%","./input/country_select/all_uses_6_10/all_6_10_cov_50"
"180","Malawi","MWI","all_6_10_cov_60","Malawi_MS.csv","RV_6/10","RV_6/10","MS","60%","./input/country_select/all_uses_6_10/all_6_10_cov_60"
"181","Malawi","MWI","all_6_10_cov_70","Malawi_MS.csv","RV_6/10","RV_6/10","MS","70%","./input/country_select/all_uses_6_10/all_6_10_cov_70"
"182","Malawi","MWI","all_6_10_cov_80","Malawi_MS.csv","RV_6/10","RV_6/10","MS","80%","./input/country_select/all_uses_6_10/all_6_10_cov_80"
"183","Malawi","MWI","all_6_10_cov_90","Malawi_MS.csv","RV_6/10","RV_6/10","MS","90%","./input/country_select/all_uses_6_10/all_6_10_cov_90"
"184","Malawi","MWI","all_6_10_cov_95","Malawi_MS.csv","RV_6/10","RV_6/10","MS","95%","./input/country_select/all_uses_6_10/all_6_10_cov_95"
"185","Malawi","MWI","all_6_10_cov_curr","Malawi_MS.csv","RV_6/10","RV_6/10","MS","current_coverage","./input/country_select/all_uses_6_10/all_6_10_cov_curr"
"186","Malawi","MWI","all_6_10_14_cov_50","Malawi_MS.csv","RV_6/10","RV_6/10","MS","50%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_50"
"187","Malawi","MWI","all_6_10_14_cov_60","Malawi_MS.csv","RV_6/10","RV_6/10","MS","60%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_60"
"188","Malawi","MWI","all_6_10_14_cov_70","Malawi_MS.csv","RV_6/10","RV_6/10","MS","70%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_70"
"189","Malawi","MWI","all_6_10_14_cov_80","Malawi_MS.csv","RV_6/10","RV_6/10","MS","80%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_80"
"190","Malawi","MWI","all_6_10_14_cov_90","Malawi_MS.csv","RV_6/10","RV_6/10","MS","90%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_90"
"191","Malawi","MWI","all_6_10_14_cov_95","Malawi_MS.csv","RV_6/10","RV_6/10","MS","95%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_95"
"192","Malawi","MWI","all_6_10_14_cov_curr","Malawi_MS.csv","RV_6/10","RV_6/10","MS","current_coverage","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_curr"
"193","Malawi","MWI","current_cov_50","Malawi_MS.csv","Keep_current","N/A","MS","50%","./input/country_select/current_vacc_status/current_cov_50"
"194","Malawi","MWI","current_cov_60","Malawi_MS.csv","Keep_current","N/A","MS","60%","./input/country_select/current_vacc_status/current_cov_60"
"195","Malawi","MWI","current_cov_70","Malawi_MS.csv","Keep_current","N/A","MS","70%","./input/country_select/current_vacc_status/current_cov_70"
"196","Malawi","MWI","current_cov_80","Malawi_MS.csv","Keep_current","N/A","MS","80%","./input/country_select/current_vacc_status/current_cov_80"
"197","Malawi","MWI","current_cov_90","Malawi_MS.csv","Keep_current","N/A","MS","90%","./input/country_select/current_vacc_status/current_cov_90"
"198","Malawi","MWI","current_cov_95","Malawi_MS.csv","Keep_current","N/A","MS","95%","./input/country_select/current_vacc_status/current_cov_95"
"199","Malawi","MWI","current_cov_curr","Malawi_MS.csv","Keep_current","N/A","MS","current_coverage","./input/country_select/current_vacc_status/current_cov_curr"
"200","Malawi","MWI","suspend_vac","Malawi_MS.csv","N/A","N/A","MS","0%","./input/country_select/suspend_vac"
"201","South_Africa","ZAF","all_1_10_14_cov_50","South_Africa_MS.csv","Neonatal_1/10/14","Neonatal_1/10/14","MS","50%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_50"
"202","South_Africa","ZAF","all_1_10_14_cov_60","South_Africa_MS.csv","Neonatal_1/10/14","Neonatal_1/10/14","MS","60%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_60"
"203","South_Africa","ZAF","all_1_10_14_cov_70","South_Africa_MS.csv","Neonatal_1/10/14","Neonatal_1/10/14","MS","70%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_70"
"204","South_Africa","ZAF","all_1_10_14_cov_80","South_Africa_MS.csv","Neonatal_1/10/14","Neonatal_1/10/14","MS","80%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_80"
"205","South_Africa","ZAF","all_1_10_14_cov_90","South_Africa_MS.csv","Neonatal_1/10/14","Neonatal_1/10/14","MS","90%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_90"
"206","South_Africa","ZAF","all_1_10_14_cov_95","South_Africa_MS.csv","Neonatal_1/10/14","Neonatal_1/10/14","MS","95%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_95"
"207","South_Africa","ZAF","all_1_10_14_cov_curr","South_Africa_MS.csv","Neonatal_1/10/14","Neonatal_1/10/14","MS","current_coverage","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_curr"
"208","South_Africa","ZAF","all_1_6_10_cov_50","South_Africa_MS.csv","Neonatal_1/6/10","Neonatal_1/6/10","MS","50%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_50"
"209","South_Africa","ZAF","all_1_6_10_cov_60","South_Africa_MS.csv","Neonatal_1/6/10","Neonatal_1/6/10","MS","60%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_60"
"210","South_Africa","ZAF","all_1_6_10_cov_70","South_Africa_MS.csv","Neonatal_1/6/10","Neonatal_1/6/10","MS","70%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_70"
"211","South_Africa","ZAF","all_1_6_10_cov_80","South_Africa_MS.csv","Neonatal_1/6/10","Neonatal_1/6/10","MS","80%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_80"
"212","South_Africa","ZAF","all_1_6_10_cov_90","South_Africa_MS.csv","Neonatal_1/6/10","Neonatal_1/6/10","MS","90%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_90"
"213","South_Africa","ZAF","all_1_6_10_cov_95","South_Africa_MS.csv","Neonatal_1/6/10","Neonatal_1/6/10","MS","95%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_95"
"214","South_Africa","ZAF","all_1_6_10_cov_curr","South_Africa_MS.csv","Neonatal_1/6/10","Neonatal_1/6/10","MS","current_coverage","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_curr"
"215","South_Africa","ZAF","all_10_14_cov_50","South_Africa_MS.csv","RV_10/14","RV_10/14","MS","50%","./input/country_select/all_uses_10_14/all_10_14_cov_50"
"216","South_Africa","ZAF","all_10_14_cov_60","South_Africa_MS.csv","RV_10/14","RV_10/14","MS","60%","./input/country_select/all_uses_10_14/all_10_14_cov_60"
"217","South_Africa","ZAF","all_10_14_cov_70","South_Africa_MS.csv","RV_10/14","RV_10/14","MS","70%","./input/country_select/all_uses_10_14/all_10_14_cov_70"
"218","South_Africa","ZAF","all_10_14_cov_80","South_Africa_MS.csv","RV_10/14","RV_10/14","MS","80%","./input/country_select/all_uses_10_14/all_10_14_cov_80"
"219","South_Africa","ZAF","all_10_14_cov_90","South_Africa_MS.csv","RV_10/14","RV_10/14","MS","90%","./input/country_select/all_uses_10_14/all_10_14_cov_90"
"220","South_Africa","ZAF","all_10_14_cov_95","South_Africa_MS.csv","RV_10/14","RV_10/14","MS","95%","./input/country_select/all_uses_10_14/all_10_14_cov_95"
"221","South_Africa","ZAF","all_10_14_cov_curr","South_Africa_MS.csv","RV_10/14","RV_10/14","MS","current_coverage","./input/country_select/all_uses_10_14/all_10_14_cov_curr"
"222","South_Africa","ZAF","all_uses_2_dose_plus_40_cov_50","South_Africa_MS.csv","RV_6/10/40","RV_6/10/40","MS","50%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_50"
"223","South_Africa","ZAF","all_uses_2_dose_plus_40_cov_60","South_Africa_MS.csv","RV_6/10/40","RV_6/10/40","MS","60%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_60"
"224","South_Africa","ZAF","all_uses_2_dose_plus_40_cov_70","South_Africa_MS.csv","RV_6/10/40","RV_6/10/40","MS","70%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_70"
"225","South_Africa","ZAF","all_uses_2_dose_plus_40_cov_80","South_Africa_MS.csv","RV_6/10/40","RV_6/10/40","MS","80%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_80"
"226","South_Africa","ZAF","all_uses_2_dose_plus_40_cov_90","South_Africa_MS.csv","RV_6/10/40","RV_6/10/40","MS","90%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_90"
"227","South_Africa","ZAF","all_uses_2_dose_plus_40_cov_95","South_Africa_MS.csv","RV_6/10/40","RV_6/10/40","MS","95%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_95"
"228","South_Africa","ZAF","all_uses_2_dose_plus_40_cov_curr","South_Africa_MS.csv","RV_6/10/40","RV_6/10/40","MS","current_coverage","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_curr"
"229","South_Africa","ZAF","all_6_10_cov_50","South_Africa_MS.csv","RV_6/10","RV_6/10","MS","50%","./input/country_select/all_uses_6_10/all_6_10_cov_50"
"230","South_Africa","ZAF","all_6_10_cov_60","South_Africa_MS.csv","RV_6/10","RV_6/10","MS","60%","./input/country_select/all_uses_6_10/all_6_10_cov_60"
"231","South_Africa","ZAF","all_6_10_cov_70","South_Africa_MS.csv","RV_6/10","RV_6/10","MS","70%","./input/country_select/all_uses_6_10/all_6_10_cov_70"
"232","South_Africa","ZAF","all_6_10_cov_80","South_Africa_MS.csv","RV_6/10","RV_6/10","MS","80%","./input/country_select/all_uses_6_10/all_6_10_cov_80"
"233","South_Africa","ZAF","all_6_10_cov_90","South_Africa_MS.csv","RV_6/10","RV_6/10","MS","90%","./input/country_select/all_uses_6_10/all_6_10_cov_90"
"234","South_Africa","ZAF","all_6_10_cov_95","South_Africa_MS.csv","RV_6/10","RV_6/10","MS","95%","./input/country_select/all_uses_6_10/all_6_10_cov_95"
"235","South_Africa","ZAF","all_6_10_cov_curr","South_Africa_MS.csv","RV_6/10","RV_6/10","MS","current_coverage","./input/country_select/all_uses_6_10/all_6_10_cov_curr"
"236","South_Africa","ZAF","all_6_10_14_cov_50","South_Africa_MS.csv","RV_6/10","RV_6/10","MS","50%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_50"
"237","South_Africa","ZAF","all_6_10_14_cov_60","South_Africa_MS.csv","RV_6/10","RV_6/10","MS","60%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_60"
"238","South_Africa","ZAF","all_6_10_14_cov_70","South_Africa_MS.csv","RV_6/10","RV_6/10","MS","70%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_70"
"239","South_Africa","ZAF","all_6_10_14_cov_80","South_Africa_MS.csv","RV_6/10","RV_6/10","MS","80%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_80"
"240","South_Africa","ZAF","all_6_10_14_cov_90","South_Africa_MS.csv","RV_6/10","RV_6/10","MS","90%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_90"
"241","South_Africa","ZAF","all_6_10_14_cov_95","South_Africa_MS.csv","RV_6/10","RV_6/10","MS","95%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_95"
"242","South_Africa","ZAF","all_6_10_14_cov_curr","South_Africa_MS.csv","RV_6/10","RV_6/10","MS","current_coverage","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_curr"
"243","South_Africa","ZAF","current_cov_50","South_Africa_MS.csv","Keep_current","N/A","MS","50%","./input/country_select/current_vacc_status/current_cov_50"
"244","South_Africa","ZAF","current_cov_60","South_Africa_MS.csv","Keep_current","N/A","MS","60%","./input/country_select/current_vacc_status/current_cov_60"
"245","South_Africa","ZAF","current_cov_70","South_Africa_MS.csv","Keep_current","N/A","MS","70%","./input/country_select/current_vacc_status/current_cov_70"
"246","South_Africa","ZAF","current_cov_80","South_Africa_MS.csv","Keep_current","N/A","MS","80%","./input/country_select/current_vacc_status/current_cov_80"
"247","South_Africa","ZAF","current_cov_90","South_Africa_MS.csv","Keep_current","N/A","MS","90%","./input/country_select/current_vacc_status/current_cov_90"
"248","South_Africa","ZAF","current_cov_95","South_Africa_MS.csv","Keep_current","N/A","MS","95%","./input/country_select/current_vacc_status/current_cov_95"
"249","South_Africa","ZAF","current_cov_curr","South_Africa_MS.csv","Keep_current","N/A","MS","current_coverage","./input/country_select/current_vacc_status/current_cov_curr"
"250","South_Africa","ZAF","suspend_vac","South_Africa_MS.csv","N/A","N/A","MS","0%","./input/country_select/suspend_vac"
"251","Ethiopia","ETH","all_1_10_14_cov_50","Ethiopia_NS.csv","Neonatal_1/10/14","Neonatal_1/10/14","NS","50%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_50"
"252","Ethiopia","ETH","all_1_10_14_cov_60","Ethiopia_NS.csv","Neonatal_1/10/14","Neonatal_1/10/14","NS","60%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_60"
"253","Ethiopia","ETH","all_1_10_14_cov_70","Ethiopia_NS.csv","Neonatal_1/10/14","Neonatal_1/10/14","NS","70%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_70"
"254","Ethiopia","ETH","all_1_10_14_cov_80","Ethiopia_NS.csv","Neonatal_1/10/14","Neonatal_1/10/14","NS","80%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_80"
"255","Ethiopia","ETH","all_1_10_14_cov_90","Ethiopia_NS.csv","Neonatal_1/10/14","Neonatal_1/10/14","NS","90%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_90"
"256","Ethiopia","ETH","all_1_10_14_cov_95","Ethiopia_NS.csv","Neonatal_1/10/14","Neonatal_1/10/14","NS","95%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_95"
"257","Ethiopia","ETH","all_1_10_14_cov_curr","Ethiopia_NS.csv","Neonatal_1/10/14","Neonatal_1/10/14","NS","current_coverage","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_curr"
"258","Ethiopia","ETH","all_1_6_10_cov_50","Ethiopia_NS.csv","Neonatal_1/6/10","Neonatal_1/6/10","NS","50%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_50"
"259","Ethiopia","ETH","all_1_6_10_cov_60","Ethiopia_NS.csv","Neonatal_1/6/10","Neonatal_1/6/10","NS","60%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_60"
"260","Ethiopia","ETH","all_1_6_10_cov_70","Ethiopia_NS.csv","Neonatal_1/6/10","Neonatal_1/6/10","NS","70%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_70"
"261","Ethiopia","ETH","all_1_6_10_cov_80","Ethiopia_NS.csv","Neonatal_1/6/10","Neonatal_1/6/10","NS","80%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_80"
"262","Ethiopia","ETH","all_1_6_10_cov_90","Ethiopia_NS.csv","Neonatal_1/6/10","Neonatal_1/6/10","NS","90%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_90"
"263","Ethiopia","ETH","all_1_6_10_cov_95","Ethiopia_NS.csv","Neonatal_1/6/10","Neonatal_1/6/10","NS","95%","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_95"
"264","Ethiopia","ETH","all_1_6_10_cov_curr","Ethiopia_NS.csv","Neonatal_1/6/10","Neonatal_1/6/10","NS","current_coverage","./input/country_select/all_uses_1_6_10/all_1_6_10_cov_curr"
"265","Ethiopia","ETH","all_10_14_cov_50","Ethiopia_NS.csv","RV_10/14","RV_10/14","NS","50%","./input/country_select/all_uses_10_14/all_10_14_cov_50"
"266","Ethiopia","ETH","all_10_14_cov_60","Ethiopia_NS.csv","RV_10/14","RV_10/14","NS","60%","./input/country_select/all_uses_10_14/all_10_14_cov_60"
"267","Ethiopia","ETH","all_10_14_cov_70","Ethiopia_NS.csv","RV_10/14","RV_10/14","NS","70%","./input/country_select/all_uses_10_14/all_10_14_cov_70"
"268","Ethiopia","ETH","all_10_14_cov_80","Ethiopia_NS.csv","RV_10/14","RV_10/14","NS","80%","./input/country_select/all_uses_10_14/all_10_14_cov_80"
"269","Ethiopia","ETH","all_10_14_cov_90","Ethiopia_NS.csv","RV_10/14","RV_10/14","NS","90%","./input/country_select/all_uses_10_14/all_10_14_cov_90"
"270","Ethiopia","ETH","all_10_14_cov_95","Ethiopia_NS.csv","RV_10/14","RV_10/14","NS","95%","./input/country_select/all_uses_10_14/all_10_14_cov_95"
"271","Ethiopia","ETH","all_10_14_cov_curr","Ethiopia_NS.csv","RV_10/14","RV_10/14","NS","current_coverage","./input/country_select/all_uses_10_14/all_10_14_cov_curr"
"272","Ethiopia","ETH","all_uses_2_dose_plus_40_cov_50","Ethiopia_NS.csv","RV_6/10/40","RV_6/10/40","NS","50%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_50"
"273","Ethiopia","ETH","all_uses_2_dose_plus_40_cov_60","Ethiopia_NS.csv","RV_6/10/40","RV_6/10/40","NS","60%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_60"
"274","Ethiopia","ETH","all_uses_2_dose_plus_40_cov_70","Ethiopia_NS.csv","RV_6/10/40","RV_6/10/40","NS","70%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_70"
"275","Ethiopia","ETH","all_uses_2_dose_plus_40_cov_80","Ethiopia_NS.csv","RV_6/10/40","RV_6/10/40","NS","80%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_80"
"276","Ethiopia","ETH","all_uses_2_dose_plus_40_cov_90","Ethiopia_NS.csv","RV_6/10/40","RV_6/10/40","NS","90%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_90"
"277","Ethiopia","ETH","all_uses_2_dose_plus_40_cov_95","Ethiopia_NS.csv","RV_6/10/40","RV_6/10/40","NS","95%","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_95"
"278","Ethiopia","ETH","all_uses_2_dose_plus_40_cov_curr","Ethiopia_NS.csv","RV_6/10/40","RV_6/10/40","NS","current_coverage","./input/country_select/all_uses_2_dose_plus_40/all_uses_2_dose_plus_40_cov_curr"
"279","Ethiopia","ETH","all_6_10_cov_50","Ethiopia_NS.csv","RV_6/10","RV_6/10","NS","50%","./input/country_select/all_uses_6_10/all_6_10_cov_50"
"280","Ethiopia","ETH","all_6_10_cov_60","Ethiopia_NS.csv","RV_6/10","RV_6/10","NS","60%","./input/country_select/all_uses_6_10/all_6_10_cov_60"
"281","Ethiopia","ETH","all_6_10_cov_70","Ethiopia_NS.csv","RV_6/10","RV_6/10","NS","70%","./input/country_select/all_uses_6_10/all_6_10_cov_70"
"282","Ethiopia","ETH","all_6_10_cov_80","Ethiopia_NS.csv","RV_6/10","RV_6/10","NS","80%","./input/country_select/all_uses_6_10/all_6_10_cov_80"
"283","Ethiopia","ETH","all_6_10_cov_90","Ethiopia_NS.csv","RV_6/10","RV_6/10","NS","90%","./input/country_select/all_uses_6_10/all_6_10_cov_90"
"284","Ethiopia","ETH","all_6_10_cov_95","Ethiopia_NS.csv","RV_6/10","RV_6/10","NS","95%","./input/country_select/all_uses_6_10/all_6_10_cov_95"
"285","Ethiopia","ETH","all_6_10_cov_curr","Ethiopia_NS.csv","RV_6/10","RV_6/10","NS","current_coverage","./input/country_select/all_uses_6_10/all_6_10_cov_curr"
"286","Ethiopia","ETH","all_6_10_14_cov_50","Ethiopia_NS.csv","RV_6/10","RV_6/10","NS","50%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_50"
"287","Ethiopia","ETH","all_6_10_14_cov_60","Ethiopia_NS.csv","RV_6/10","RV_6/10","NS","60%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_60"
"288","Ethiopia","ETH","all_6_10_14_cov_70","Ethiopia_NS.csv","RV_6/10","RV_6/10","NS","70%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_70"
"289","Ethiopia","ETH","all_6_10_14_cov_80","Ethiopia_NS.csv","RV_6/10","RV_6/10","NS","80%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_80"
"290","Ethiopia","ETH","all_6_10_14_cov_90","Ethiopia_NS.csv","RV_6/10","RV_6/10","NS","90%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_90"
"291","Ethiopia","ETH","all_6_10_14_cov_95","Ethiopia_NS.csv","RV_6/10","RV_6/10","NS","95%","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_95"
"292","Ethiopia","ETH","all_6_10_14_cov_curr","Ethiopia_NS.csv","RV_6/10","RV_6/10","NS","current_coverage","./input/country_select/all_uses_6_10_14/all_6_10_14_cov_curr"
"293","Ethiopia","ETH","current_cov_50","Ethiopia_NS.csv","Keep_current","N/A","NS","50%","./input/country_select/current_vacc_status/current_cov_50"
"294","Ethiopia","ETH","current_cov_60","Ethiopia_NS.csv","Keep_current","N/A","NS","60%","./input/country_select/current_vacc_status/current_cov_60"
"295","Ethiopia","ETH","current_cov_70","Ethiopia_NS.csv","Keep_current","N/A","NS","70%","./input/country_select/current_vacc_status/current_cov_70"
"296","Ethiopia","ETH","current_cov_80","Ethiopia_NS.csv","Keep_current","N/A","NS","80%","./input/country_select/current_vacc_status/current_cov_80"
"297","Ethiopia","ETH","current_cov_90","Ethiopia_NS.csv","Keep_current","N/A","NS","90%","./input/country_select/current_vacc_status/current_cov_90"
"298","Ethiopia","ETH","current_cov_95","Ethiopia_NS.csv","Keep_current","N/A","NS","95%","./input/country_select/current_vacc_status/current_cov_95"
"299","Ethiopia","ETH","current_cov_curr","Ethiopia_NS.csv","Keep_current","N/A","NS","current_coverage","./input/country_select/current_vacc_status/current_cov_curr"
"300","Ethiopia","ETH","suspend_vac","Ethiopia_NS.csv","N/A","N/A","NS","0%","./input/country_select/suspend_vac"
"301","Ghana","GHA","all_1_10_14_cov_50","Ghana_NS.csv","Neonatal_1/10/14","Neonatal_1/10/14","NS","50%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_50"
"302","Ghana","GHA","all_1_10_14_cov_60","Ghana_NS.csv","Neonatal_1/10/14","Neonatal_1/10/14","NS","60%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_60"
"303","Ghana","GHA","all_1_10_14_cov_70","Ghana_NS.csv","Neonatal_1/10/14","Neonatal_1/10/14","NS","70%","./input/country_select/all_uses_1_10_14/all_1_10_14_cov_70"
